f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
1078,52,4,1,1,1,10.66955765,99,95,86,2
1079,52,4,1,1,1,3.500428728,99,95,86,2
1080,52,5,1,1,1,4.262602842,99,95,86,2
1081,52,5,1,1,1,1.266165317,99,95,86,2
1082,52,5,1,1,1,11.88554555,99,95,86,2
1083,52,5,1,1,1,6.416441018,99,95,86,2
1084,52,5,1,1,1,11.14231781,99,95,86,2
1085,52,1,1,2,0.5,0.5,99,95,86,2
1086,52,1,1,2,0.5,0.5,99,95,86,2
1087,52,1,1,2,0.5,0.5,99,95,86,2
1088,52,1,1,2,0.5,0.5,99,95,86,2
1089,52,1,1,2,0.5,0.5,99,95,86,2
1090,52,1,1,2,0.5,0.5,99,95,86,2
1091,52,2,1,2,0.5,0.5,99,95,86,2
1092,52,2,1,2,0.5,0.5,99,95,86,2
1093,52,2,1,2,0.5,0.5,99,95,86,2
1094,52,2,1,2,0.5,0.5,99,95,86,2
1095,52,4,1,2,0.5,0.5,99,95,86,2
1096,52,4,1,2,0.5,0.5,99,95,86,2
1097,52,4,1,2,0.5,0.5,99,95,86,2
1098,52,4,1,2,0.5,0.5,99,95,86,2
1099,52,4,1,2,0.5,0.5,99,95,86,2
1100,52,4,1,2,0.5,0.5,99,95,86,2
1101,52,4,1,2,0.5,0.5,99,95,86,2
1102,52,4,1,2,0.5,0.5,99,95,86,2
1103,52,4,1,2,0.5,0.5,99,95,86,2
1104,52,4,1,2,0.5,0.5,99,95,86,2
1105,52,4,1,2,0.5,0.5,99,95,86,2
1106,52,5,1,2,0.5,0.5,99,95,86,2
1107,52,5,1,2,0.5,0.5,99,95,86,2
1108,52,5,1,2,0.5,0.5,99,95,86,2
1109,52,5,1,2,0.5,0.5,99,95,86,2
1110,52,2,1,3,0.3,0.3,99,95,86,2
1111,52,2,1,3,0.3,0.3,99,95,86,2
1112,52,2,1,3,0.3,0.3,99,95,86,2
1113,52,2,1,3,0.3,0.3,99,95,86,2
1114,52,2,1,3,0.3,0.3,99,95,86,2
1115,52,3,1,3,0.3,0.3,99,95,86,2
1116,52,3,1,3,0.3,0.3,99,95,86,2
1117,52,3,1,3,0.3,0.3,99,95,86,2
1118,52,3,1,3,0.3,0.3,99,95,86,2
1119,52,3,1,3,0.3,0.3,99,95,86,2
1120,52,3,1,3,0.3,0.3,99,95,86,2
1121,52,3,1,3,0.3,0.3,99,95,86,2
1122,52,3,1,3,0.3,0.3,99,95,86,2
1123,52,4,1,3,0.3,0.3,99,95,86,2
1124,52,4,1,3,0.3,0.3,99,95,86,2
1125,52,4,1,3,0.3,0.3,99,95,86,2
1126,52,4,1,3,0.3,0.3,99,95,86,2
1127,52,4,1,3,0.3,0.3,99,95,86,2
1128,52,4,1,3,0.3,0.3,99,95,86,2
1129,52,4,1,3,0.3,0.3,99,95,86,2
1130,52,4,1,3,0.3,0.3,99,95,86,2
1131,52,4,1,3,0.3,0.3,99,95,86,2
1132,52,5,1,3,0.3,0.3,99,95,86,2
1133,52,5,1,3,0.3,0.3,99,95,86,2
1134,52,5,1,3,0.3,0.3,99,95,86,2
1135,52,5,1,3,0.3,0.3,99,95,86,2
1136,52,5,1,3,0.3,0.3,99,95,86,2
1137,52,5,1,3,0.3,0.3,99,95,86,2
1138,52,5,1,3,0.3,0.3,99,95,86,2
1139,52,5,1,3,0.3,0.3,99,95,86,2
1140,52,5,1,3,0.3,0.3,99,95,86,2
1141,52,5,1,3,0.3,0.3,99,95,86,2
1142,52,5,1,3,0.3,0.3,99,95,86,2
1143,52,5,1,3,0.3,0.3,99,95,86,2
1144,52,5,1,3,0.3,0.3,99,95,86,2
1145,52,4,1,4,0.3,0.3,99,95,86,2
1146,52,4,1,4,0.3,0.3,99,95,86,2
1147,52,4,1,4,0.3,0.3,99,95,86,2
1148,52,4,1,4,0.3,0.3,99,95,86,2
1149,52,4,1,4,0.3,0.3,99,95,86,2
1150,52,4,1,4,0.3,0.3,99,95,86,2
1151,52,5,1,4,0.3,0.3,99,95,86,2
1152,52,5,1,4,0.3,0.3,99,95,86,2
1153,2,2,1,4,0.2,0.5,99,95,86,2
1154,2,2,1,3,0.3,0.6,99,95,86,2
1155,2,2,1,4,0.2,0.3,99,95,86,2
1156,2,2,1,3,0.2,0.3,99,95,86,2
1157,2,3,89,15,0.6,2.5,82,63,74,2
1158,2,4,125,19,0.7,3.5,86,74,78,2
1159,2,5,1,3,0.3,0.6,99,95,86,2
1160,2,5,3,5,0.4,1,99,95,86,2
1161,2,5,2,4,0.2,0.7,99,95,86,2
1162,2,6,1,4,0.2,0.7,99,95,86,2
1163,2,6,2,5,0.2,0.5,99,95,86,2
1164,2,6,1,5,0.2,0.3,99,95,86,2
1165,2,6,2,6,0.2,0.5,99,95,86,2
1166,2,6,2,7,0.2,0.6,0,95,86,2
1167,2,6,3,7,0.2,0.5,0,95,86,2
1168,2,2,1,4,0.2,0.4,99,95,86,2
1169,2,2,1,4,0.3,0.3,99,95,86,2
1170,2,2,1,4,0.3,0.3,99,95,86,2
1171,2,6,1,4,0.3,0.3,99,95,86,2
1172,2,6,1,4,0.3,0.3,99,95,86,2
1173,2,6,1,4,0.3,0.3,99,95,86,2
1174,2,6,1,4,0.3,0.3,99,95,86,2
1175,2,6,1,4,0.3,0.3,99,95,86,2
1176,2,6,1,4,0.3,0.3,99,95,86,2
1177,2,7,1,4,0.3,0.3,99,95,86,2
1178,2,7,1,4,0.3,0.3,99,95,86,2
1179,2,7,1,4,0.3,0.3,99,95,86,2
1180,2,7,1,4,0.3,0.3,99,95,86,2
1181,2,1,1,3,0.3,0.3,99,95,86,2
1182,2,1,1,3,0.3,0.3,99,95,86,2
1183,2,1,1,3,0.3,0.3,99,95,86,2
1184,2,2,1,3,0.3,0.3,99,95,86,2
1185,2,2,1,3,0.3,0.3,99,95,86,2
1186,2,2,1,3,0.3,0.3,99,95,86,2
1187,2,2,1,3,0.3,0.3,99,95,86,2
1188,2,5,1,3,0.3,0.3,99,95,86,2
1189,2,5,1,3,0.3,0.3,99,95,86,2
1190,2,6,1,3,0.3,0.3,99,95,86,2
1191,2,6,1,3,0.3,0.3,99,95,86,2
1192,2,6,1,3,0.3,0.3,99,95,86,2
1193,2,6,1,3,0.3,0.3,99,95,86,2
1194,2,6,1,3,0.3,0.3,99,95,86,2
1195,2,6,1,3,0.3,0.3,99,95,86,2
1196,2,7,1,3,0.3,0.3,99,95,86,2
1197,2,7,1,3,0.3,0.3,99,95,86,2
1198,2,7,1,3,0.3,0.3,99,95,86,2
1199,2,7,1,3,0.3,0.3,99,95,86,2
1200,2,7,1,3,0.3,0.3,99,95,86,2
1201,2,7,1,2,0.5,0.5,99,95,86,2
1202,2,7,1,2,0.5,0.5,99,95,86,2
1203,38,1,4,4,0.8,1.6,99,95,86,2
1204,38,1,10,7,0.2,0.9,0,95,86,2
1205,38,2,51,10,1,3.1,79,43,26,2
1206,38,3,21,8,1,3.1,15,2,86,2
1207,23,1,98,19,0.7,1.6,73,72,63,2
1208,23,2,6,6,0.5,1.6,99,95,86,2
1209,23,3,2,6,0.2,0.6,99,95,86,2
1210,23,4,7,6,0.5,1.5,99,95,86,2
1211,23,4,1,3,0.2,0.5,99,95,86,2
1212,23,4,2,3,0.6,0.9,99,95,86,2
1213,23,4,3,4,0.4,0.9,99,95,86,2
1214,23,4,5,5,0.5,1.3,99,95,86,2
1215,23,4,1,3,0.6,0.7,99,95,86,2
1216,23,4,1,3,0.3,0.7,99,95,86,2
1217,23,4,4,5,0.3,1.6,99,95,86,2
1218,23,4,18,10,0.6,2.5,16,10,4,2
1219,23,4,14,8,0.5,2.1,7,1,86,2
1220,23,4,64,19,0.6,2.8,39,29,42,2
1221,23,5,5,8,0.3,0.6,1,1,86,2
1222,23,5,4,6,0.3,0.6,99,95,86,2
1223,23,5,4,6,0.2,0.6,99,95,86,2
1224,23,5,1,4,0.2,0.3,99,95,86,2
1225,23,5,1,3,0.4,0.5,99,95,86,2
1226,23,5,2,5,0.3,0.5,99,95,86,2
1227,23,5,8,9,0.2,0.7,9,6,0,2
1228,23,5,2,5,0.2,0.6,99,95,86,2
1229,23,6,1,3,0.3,0.6,99,95,86,2
1230,23,6,4,8,0.2,0.6,2,1,86,2
1231,23,6,1,4,0.3,0.6,99,95,86,2
1232,23,6,2,5,0.3,0.6,99,95,86,2
1233,23,6,2,4,0.2,0.6,99,95,86,2
1234,23,7,117,20,1,4.5,73,54,69,2
1235,23,5,1,2,0.5,0.5,99,95,86,2
1236,23,5,1,2,0.5,0.5,99,95,86,2
1237,23,5,1,2,0.5,0.5,99,95,86,2
1238,23,5,1,2,0.5,0.5,99,95,86,2
1239,23,5,1,2,0.5,0.5,99,95,86,2
1240,23,6,1,2,0.5,0.5,99,95,86,2
1241,23,6,1,2,0.5,0.5,99,95,86,2
1242,23,4,1,3,0.3,0.3,99,95,86,2
1243,23,4,1,3,0.3,0.3,99,95,86,2
1244,23,5,1,3,0.3,0.3,99,95,86,2
1245,23,5,1,3,0.3,0.3,99,95,86,2
1246,23,5,1,3,0.3,0.3,99,95,86,2
1247,23,5,1,3,0.3,0.3,99,95,86,2
1248,23,6,1,3,0.3,0.3,99,95,86,2
1249,23,6,1,3,0.3,0.3,99,95,86,2
1250,23,6,1,3,0.3,0.3,99,95,86,2
1251,23,6,1,3,0.3,0.3,99,95,86,2
1252,23,6,1,3,0.3,0.3,99,95,86,2
1253,23,6,1,3,0.3,0.3,99,95,86,2
1254,23,6,1,3,0.3,0.3,99,95,86,2
1255,23,6,1,3,0.3,0.3,99,95,86,2
1256,23,6,1,3,0.3,0.3,99,95,86,2
1257,23,6,1,5,0.2,0.2,99,95,86,2
1258,23,6,1,5,0.2,0.2,99,95,86,2
1259,23,6,1,4,0.3,0.3,99,95,86,2
1260,23,5,1,4,0.3,0.3,99,95,86,2
1261,23,5,1,4,0.3,0.3,99,95,86,2
1262,23,6,1,4,0.3,0.3,99,95,86,2
1263,23,6,1,6,0.2,0.2,99,95,86,2
1264,4,1,1,3,0.5,0.6,99,95,86,2
1265,4,1,1,3,0.5,0.6,99,95,86,2
1266,4,1,1,3,0.5,0.6,99,95,86,2
1267,4,1,1,2,0.6,0.5,99,95,86,2
1268,4,1,2,3,0.8,0.7,99,95,86,2
1269,4,1,1,3,0.5,0.6,99,95,86,2
1270,4,1,1,3,0.6,0.6,99,95,86,2
1271,4,1,2,3,0.5,0.7,99,95,86,2
1272,4,1,2,3,0.5,0.6,99,95,86,2
1273,4,1,1,3,0.6,0.5,99,95,86,2
1274,4,1,1,3,0.6,0.4,99,95,86,2
1275,4,1,1,3,0.3,0.6,99,95,86,2
1276,4,1,1,3,0.6,0.5,99,95,86,2
1277,4,1,1,3,0.6,0.5,99,95,86,2
1278,4,1,2,3,0.9,0.9,99,95,86,2
1279,4,1,1,3,0.6,0.6,99,95,86,2
1280,4,1,1,3,0.3,0.5,99,95,86,2
1281,4,1,1,3,0.4,0.5,99,95,86,2
1282,4,1,2,3,0.9,0.8,99,95,86,2
1283,4,1,1,3,0.6,0.5,99,95,86,2
1284,4,4,3,3,1.5,1.2,99,95,86,2
1285,4,1,1,2,1.1,0.3,99,95,86,2
1286,4,1,3,3,1.5,1.3,99,95,86,2
1287,4,4,4,3,1.9,1.4,99,95,86,2
1288,4,1,2,3,0.8,0.7,99,95,86,2
1289,4,1,3,3,1.3,1.5,99,95,86,2
1290,4,2,2,3,1.2,0.8,99,95,86,2
1291,4,5,3,4,0.7,1.1,99,95,86,2
1292,4,2,2,3,0.8,0.6,99,95,86,2
1293,4,1,1,2,1,0.3,99,95,86,2
1294,4,2,3,3,1.1,1,99,95,86,2
1295,4,5,3,3,1.5,1.4,99,95,86,2
1296,4,2,1,3,0.5,0.7,99,95,86,2
1297,4,4,2,3,0.6,0.7,99,95,86,2
1298,4,4,2,3,0.8,0.7,99,95,86,2
1299,4,2,2,3,0.6,0.7,99,95,86,2
1300,4,2,1,3,0.4,0.7,99,95,86,2
1301,4,2,2,3,0.7,0.7,99,95,86,2
1302,4,2,2,3,1.1,0.8,99,95,86,2
1303,4,2,4,3,1.6,1.4,99,95,86,2
1304,4,2,4,3,1.7,1.5,99,95,86,2
1305,4,1,4,4,1,1.5,99,95,86,2
1306,4,5,6,5,1.2,1.1,99,95,86,2
1307,4,2,3,3,1.2,1,99,95,86,2
1308,4,2,1,3,0.2,0.5,99,95,86,2
1309,4,2,2,3,0.5,0.6,99,95,86,2
1310,4,2,2,2,1.2,0.6,99,95,86,2
1311,4,2,2,3,1.3,1,99,95,86,2
1312,4,2,3,3,1.5,1.5,99,95,86,2
1313,4,2,1,2,1,0.5,99,95,86,2
1314,4,3,2,3,0.8,0.6,99,95,86,2
1315,4,3,1,3,0.7,0.5,99,95,86,2
1316,4,1,4,4,1.3,1.5,99,95,86,2
1317,4,3,2,3,1.1,0.6,99,95,86,2
1318,4,3,2,3,0.6,0.6,99,95,86,2
1319,4,3,3,3,1.6,1,99,95,86,2
1320,4,3,2,3,1.1,0.7,99,95,86,2
1321,4,4,2,3,1,0.6,99,95,86,2
1322,4,4,2,3,0.6,0.7,99,95,86,2
1323,4,3,3,4,0.8,1,99,95,86,2
1324,4,2,1,2,0.5,0.5,99,95,86,2
1325,4,2,1,2,0.5,0.5,99,95,86,2
1326,4,2,1,2,0.5,0.5,99,95,86,2
1327,4,2,1,2,0.5,0.5,99,95,86,2
1328,4,2,1,2,0.5,0.5,99,95,86,2
1329,4,2,1,2,0.5,0.5,99,95,86,2
1330,4,3,1,2,0.5,0.5,99,95,86,2
1331,4,3,1,2,0.5,0.5,99,95,86,2
1332,4,4,1,2,0.5,0.5,99,95,86,2
1333,4,4,1,2,0.5,0.5,99,95,86,2
1334,4,5,1,2,0.5,0.5,99,95,86,2
1335,4,5,1,2,0.5,0.5,99,95,86,2
1336,4,5,1,2,0.5,0.5,99,95,86,2
1337,4,6,1,2,0.5,0.5,99,95,86,2
1338,4,6,1,2,0.5,0.5,99,95,86,2
1339,4,6,1,2,0.5,0.5,99,95,86,2
1340,4,6,1,2,0.5,0.5,99,95,86,2
1341,4,1,1,3,0.3,0.3,99,95,86,2
1342,4,1,1,3,0.3,0.3,99,95,86,2
1343,4,2,1,3,0.3,0.3,99,95,86,2
1344,4,2,1,3,0.3,0.3,99,95,86,2
1345,4,4,1,3,0.3,0.3,99,95,86,2
1346,4,4,1,3,0.3,0.3,99,95,86,2
1347,4,4,1,3,0.3,0.3,99,95,86,2
1348,4,1,1,3,0.3,0.3,99,95,86,2
1349,4,2,1,3,0.3,0.3,99,95,86,2
1350,4,5,1,3,0.3,0.3,99,95,86,2
1351,4,6,1,3,0.3,0.3,99,95,86,2
1352,4,6,1,3,0.3,0.3,99,95,86,2
1353,4,6,1,3,0.3,0.3,99,95,86,2
1354,4,6,1,3,0.3,0.3,99,95,86,2
1355,4,6,1,3,0.3,0.3,99,95,86,2
1356,4,6,1,3,0.3,0.3,99,95,86,2
1357,4,6,1,3,0.3,0.3,99,95,86,2
1358,4,6,1,3,0.3,0.3,99,95,86,2
1359,4,6,1,3,0.3,0.3,99,95,86,2
1360,4,6,1,3,0.3,0.3,99,95,86,2
1361,4,6,1,3,0.3,0.3,99,95,86,2
1362,4,6,1,3,0.3,0.3,99,95,86,2
1363,4,6,1,3,0.3,0.3,99,95,86,2
1364,4,6,1,3,0.3,0.3,99,95,86,2
1365,4,5,1,4,0.3,0.3,99,95,86,2
1366,4,6,1,3,0.3,0.3,99,95,86,2
1367,4,6,1,3,0.3,0.3,99,95,86,2
1368,4,6,1,4,0.3,0.3,99,95,86,2
1369,4,6,1,4,0.3,0.3,99,95,86,2
1370,12,1,86,20,0.3,1,58,62,74,3
1371,12,2,33,9,0.4,2.1,47,28,1,3
1372,12,2,1,3,0.3,0.5,99,95,86,3
1373,12,2,2,4,0.3,1,99,95,86,3
1374,12,2,1,3,0.3,0.3,99,95,86,3
1375,12,2,41,11,0.3,1.8,48,45,40,3
1376,12,2,43,12,0.5,1.8,59,43,35,3
1377,12,2,21,8,0.4,2.2,15,6,86,3
1378,12,2,35,10,0.4,1.5,50,41,30,3
1379,12,3,71,15,0.3,1.1,81,55,48,3
1380,12,3,17,8,0.3,1,14,1,86,3
1381,12,3,101,20,0.5,1.6,93,77,59,3
1382,12,3,110,21,0.5,1.2,90,89,70,3
1383,12,4,41,13,0.3,1,52,43,57,3
1384,12,4,34,11,0.4,0.8,60,49,52,3
1385,12,4,1,4,0.2,0.5,99,95,86,3
1386,12,4,1,4,0.2,0.5,99,95,86,3
1387,12,4,1,4,0.3,0.3,99,95,86,3
1388,12,4,77,20,0.3,1,61,56,55,3
1389,12,4,69,18,0.5,0.8,49,49,63,3
1390,12,5,4,6,0.3,1.1,99,95,86,3
1391,12,5,2,4,0.4,0.7,99,95,86,3
1392,12,5,3,5,0.3,0.7,99,95,86,3
1393,12,5,1,3,0.3,0.3,99,95,86,3
1394,12,5,6,7,0.2,0.8,0,95,86,3
1395,12,5,13,9,0.3,0.8,31,13,3,3
1396,12,5,2,4,0.3,0.7,99,95,86,3
1397,12,5,6,7,0.4,0.8,1,95,86,3
1398,12,6,13,7,0.3,1,9,95,86,3
1399,12,6,9,6,0.2,0.9,99,95,86,3
1400,12,6,40,13,0.6,1.2,58,41,40,3
1401,12,7,28,10,0.6,1.6,10,10,8,3
1402,12,7,3,5,0.2,0.8,99,95,86,3
1403,12,7,1,2,0.5,0.5,99,95,86,3
1404,12,7,3,5,0.2,0.5,99,95,86,3
1405,32,1,5,5,0.2,1.1,99,95,86,3
1406,32,1,1,3,0.3,0.3,99,95,86,3
1407,32,1,1,2,0.5,0.5,99,95,86,3
1408,32,1,1,3,0.3,0.8,99,95,86,3
1409,32,1,2,4,0.3,1.2,99,95,86,3
1410,32,1,119,22,1.2,2.6,78,65,59,3
1411,32,2,153,25,1.2,2.6,77,74,64,3
1412,32,3,34,8,0.6,2.5,14,1,86,3
1413,32,3,37,9,0.4,1.5,43,24,0,3
1414,32,3,109,21,0.5,1.9,94,71,51,3
1415,32,4,1,2,0.5,0.5,99,95,86,3
1416,32,4,1,3,0.3,0.3,99,95,86,3
1417,32,4,1,2,0.5,0.5,99,95,86,3
1418,32,4,1,2,0.5,0.5,99,95,86,3
1419,32,4,1,2,0.5,0.5,99,95,86,3
1420,32,4,1,3,0.3,0.3,99,95,86,3
1421,32,4,1,3,0.3,0.3,99,95,86,3
1422,32,4,12,7,0.3,1.2,3,95,86,3
1423,32,4,28,8,0.3,1.4,42,8,86,3
1424,32,4,114,24,1,1.5,20,86,74,3
1425,32,5,13,8,0.3,1.5,11,3,86,3
1426,32,5,10,7,0.3,1.3,6,95,86,3
1427,32,5,1,3,0.3,0.3,99,95,86,3
1428,32,5,1,4,0.3,0.3,99,95,86,3
1429,32,5,1,3,0.3,0.3,99,95,86,3
1430,32,5,1,3,0.3,0.3,99,95,86,3
1431,32,5,1,3,0.3,0.3,99,95,86,3
1432,32,5,1,3,0.3,0.3,99,95,86,3
1433,32,5,73,20,0.6,1.3,57,49,60,3
1434,32,6,2,4,0.3,0.6,99,95,86,3
1435,32,6,1,3,0.3,0.3,99,95,86,3
1436,32,6,1,3,0.3,0.3,99,95,86,3
1437,32,6,1,3,0.3,0.3,99,95,86,3
1438,32,6,11,7,1,0.9,6,95,86,3
1439,32,6,1,3,0.3,0.3,99,95,86,3
1440,32,6,1,4,0.3,0.3,99,95,86,3
1441,32,6,1,3,0.3,0.3,99,95,86,3
1442,32,6,1,2,0.5,0.5,99,95,86,3
1443,32,6,1,3,0.3,0.3,99,95,86,3
1444,32,6,1,3,0.3,0.3,99,95,86,3
1445,32,6,1,3,0.3,0.3,99,95,86,3
1446,32,6,1,3,0.2,0.5,99,95,86,3
1447,32,6,112,19,0.7,1.7,94,87,85,3
1448,32,7,2,3,0.4,1,99,95,86,3
1449,32,7,1,3,0.3,0.3,99,95,86,3
1450,32,7,1,3,0.3,0.3,99,95,86,3
1451,32,7,1,1,1,4.607058563,99,95,86,3
1452,32,7,2,4,0.2,0.6,99,95,86,3
1453,32,7,1,3,0.3,0.3,99,95,86,3
1454,32,7,1,4,0.3,0.3,99,95,86,3
1455,32,7,1,4,0.3,0.3,99,95,86,3
1456,32,7,1,2,0.5,0.5,99,95,86,3
1457,32,7,2,4,0.2,0.5,99,95,86,3
1458,32,7,1,3,0.3,0.3,99,95,86,3
1459,32,7,1,4,0.3,0.4,99,95,86,3
1460,32,7,1,3,0.3,0.3,99,95,86,3
1461,32,7,1,3,0.3,0.3,99,95,86,3
1462,32,7,1,3,0.3,0.3,99,95,86,3
1463,32,7,1,3,0.3,0.5,99,95,86,3
1464,32,7,17,11,0.3,1,16,25,35,3
1465,32,7,1,3,0.3,0.3,99,95,86,3
1466,32,7,1,1,1,9.110676801,99,95,86,3
1467,32,7,1,3,0.3,0.3,99,95,86,3
1468,32,7,1,3,0.3,0.3,99,95,86,3
1469,32,7,1,3,0.3,0.3,99,95,86,3
1470,32,7,1,3,0.3,0.3,99,95,86,3
1471,32,7,1,3,0.3,0.3,99,95,86,3
1472,32,7,1,3,0.3,0.3,99,95,86,3
1473,32,7,4,6,0.5,0.8,99,95,86,3
1474,32,7,1,3,0.3,0.3,99,95,86,3
1475,32,7,1,3,0.3,0.3,99,95,86,3
1476,32,7,1,3,0.3,0.3,99,95,86,3
1477,32,7,1,3,0.3,0.5,99,95,86,3
1478,32,7,1,3,0.3,0.3,99,95,86,3
1479,32,7,1,3,0.3,0.3,99,95,86,3
1480,32,7,1,2,0.5,0.5,99,95,86,3
1481,32,7,5,9,0.2,0.7,0,2,0,3
1482,32,7,40,16,0.3,1.2,13,31,44,3
1483,45,1,47,11,2,7.2,39,12,10,3
1484,45,2,1,3,0.3,0.3,99,95,86,3
1485,45,2,47,12,1.5,4.2,47,46,40,3
1486,45,2,98,21,1.2,4.5,68,55,59,3
1487,45,3,73,17,2.6,7.6,55,49,38,3
1488,45,4,103,22,1.2,4,73,58,60,3
1489,45,5,99,18,2.8,8.3,72,76,65,3
1490,45,6,34,7,2.3,5.8,0,95,86,3
1491,45,7,28,6,1.5,5.4,99,95,86,3
1492,45,7,2,2,0.6,1,99,95,86,3
1493,45,7,5,3,1.1,3.2,99,95,86,3
1494,45,7,1,2,0.5,0.5,99,95,86,3
1495,45,7,8,4,0.7,3.1,99,95,86,3
1496,45,7,6,3,2.5,2.8,99,95,86,3
1497,45,7,6,3,2.5,3,99,95,86,3
1498,45,7,176,29,5,13.5,86,80,76,3
1499,18,1,22,7,1.3,3.5,0,95,86,3
1500,18,2,26,7,0.5,2.7,6,95,86,3
1501,18,2,1,3,0.3,0.3,99,95,86,3
1502,18,2,1,2,0.5,0.5,99,95,86,3
1503,18,2,69,11,1.6,5.5,81,75,59,3
1504,18,2,40,8,1.5,5.1,33,2,86,3
1505,18,2,81,15,1.2,4.2,87,83,65,3
1506,18,3,1,2,0.5,0.5,99,95,86,3
1507,18,3,1,3,0.3,0.3,99,95,86,3
1508,18,3,90,16,1.6,3.5,94,79,72,3
1509,18,4,81,14,0.6,2.2,79,71,69,3
1510,18,4,33,9,0.3,2.2,30,11,0,3
1511,18,5,2,3,0.3,1,99,95,86,3
1512,18,5,1,3,0.2,0.6,99,95,86,3
1513,18,5,1,2,0.5,0.5,99,95,86,3
1514,18,5,2,4,0.6,0.8,99,95,86,3
1515,18,5,1,3,0.3,0.3,99,95,86,3
1516,18,5,3,4,0.6,1,99,95,86,3
1517,18,5,2,4,0.5,0.8,99,95,86,3
1518,18,5,1,3,0.3,0.3,99,95,86,3
1519,18,5,1,3,0.3,0.3,99,95,86,3
1520,18,5,42,13,0.7,1.5,43,48,57,3
1521,18,5,1,3,0.3,0.3,99,95,86,3
1522,18,5,1,3,0.3,0.3,99,95,86,3
1523,18,5,1,3,0.3,0.3,99,95,86,3
1524,18,5,1,2,0.5,0.5,99,95,86,3
1525,18,5,1,3,0.3,0.3,99,95,86,3
1526,18,5,1,5,0.2,0.2,99,95,86,3
1527,18,5,1,2,0.5,0.5,99,95,86,3
1528,18,5,1,3,0.3,0.3,99,95,86,3
1529,18,5,1,3,0.3,0.3,99,95,86,3
1530,18,5,1,3,0.3,0.3,99,95,86,3
1531,18,5,1,2,0.5,0.5,99,95,86,3
1532,18,5,1,3,0.3,0.3,99,95,86,3
1533,18,5,1,2,0.5,0.5,99,95,86,3
1534,18,5,7,7,1,1.5,0,95,86,3
1535,18,6,1,2,0.5,0.5,99,95,86,3
1536,18,6,3,4,0.3,1.3,99,95,86,3
1537,18,6,1,2,0.5,0.5,99,95,86,3
1538,18,6,4,5,0.5,1.1,99,95,86,3
1539,18,6,11,7,0.6,2.1,0,95,86,3
1540,18,6,1,2,0.5,0.5,99,95,86,3
1541,18,6,1,2,0.5,0.5,99,95,86,3
1542,18,6,1,2,0.5,0.5,99,95,86,3
1543,18,6,1,2,0.5,0.5,99,95,86,3
1544,18,6,1,1,1,1.810778195,99,95,86,3
1545,18,6,3,4,0.6,1,99,95,86,3
1546,18,6,4,5,0.5,1.3,99,95,86,3
1547,18,6,2,4,0.4,0.7,99,95,86,3
1548,18,6,1,3,0.3,0.6,99,95,86,3
1549,18,6,3,5,0.3,1,99,95,86,3
1550,18,6,19,11,0.5,1.5,32,29,16,3
1551,18,7,127,19,2.2,7.3,84,80,71,3
1552,17,1,1,3,0.2,0.6,99,95,86,3
1553,17,1,86,23,0.5,1.3,77,65,57,3
1554,17,2,1,3,0.3,0.3,99,95,86,3
1555,17,2,1,3,0.3,0.3,99,95,86,3
1556,17,2,1,4,0.3,0.3,99,95,86,3
1557,17,2,1,4,0.3,0.3,99,95,86,3
1558,17,2,1,2,0.5,0.5,99,95,86,3
1559,17,2,1,2,0.5,0.5,99,95,86,3
1560,17,2,1,2,0.5,0.5,99,95,86,3
1561,17,2,1,2,0.5,0.5,99,95,86,3
1562,17,2,1,2,0.5,0.5,99,95,86,3
1563,17,2,1,3,0.3,0.3,99,95,86,3
1564,17,2,1,3,0.5,0.6,99,95,86,3
1565,17,2,1,4,0.3,0.3,99,95,86,3
1566,17,2,1,3,0.2,0.5,99,95,86,3
1567,17,2,1,4,0.2,0.4,99,95,86,3
1568,17,2,1,2,0.5,0.5,99,95,86,3
1569,17,2,1,2,0.5,0.5,99,95,86,3
1570,17,2,1,4,0.2,0.5,99,95,86,3
1571,17,2,1,3,0.6,0.5,99,95,86,3
1572,17,2,2,8,0.2,0.5,0,1,86,3
1573,17,2,1,3,0.3,0.3,99,95,86,3
1574,17,2,1,2,0.5,0.5,99,95,86,3
1575,17,2,1,5,0.3,0.5,99,95,86,3
1576,17,2,4,8,0.2,0.5,0,1,86,3
1577,17,3,1,2,0.5,0.5,99,95,86,3
1578,17,3,1,3,0.3,0.3,99,95,86,3
1579,17,3,1,2,0.5,0.5,99,95,86,3
1580,17,3,1,2,0.5,0.5,99,95,86,3
1581,17,3,1,2,0.5,0.5,99,95,86,3
1582,17,3,1,2,0.5,0.5,99,95,86,3
1583,17,3,1,4,0.3,0.3,99,95,86,3
1584,17,3,1,2,0.5,0.5,99,95,86,3
1585,17,3,1,2,0.5,0.5,99,95,86,3
1586,17,3,2,5,0.2,0.5,99,95,86,3
1587,17,3,1,3,0.3,0.3,99,95,86,3
1588,17,3,1,3,0.3,0.3,99,95,86,3
1589,17,3,1,3,0.3,0.3,99,95,86,3
1590,17,3,1,2,0.5,0.5,99,95,86,3
1591,17,3,1,3,0.2,0.5,99,95,86,3
1592,17,3,1,2,0.5,0.5,99,95,86,3
1593,17,3,1,2,0.5,0.5,99,95,86,3
1594,17,3,1,5,0.2,0.5,99,95,86,3
1595,17,3,1,3,0.3,0.3,99,95,86,3
1596,17,3,1,2,0.5,0.5,99,95,86,3
